File,Total Time (minutes),Coding,Debugging,Testing,FC Flow Complexity,OV Object Vocabulary,OC Object Conjuration,AI Arithmetic Intricacy,DT Data Transfer,CM Comments,CS Code Structure,ID Inline Data,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\NodesSet.java,595,279,195,120,247,187,70,29,15,10,35,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\package-info.java,108,82,16,10,0,56,1,0,0,44,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\Region.java,768,403,231,133,213,385,71,0,18,63,17,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\RegionFactory.java,4454,1941,1574,938,2034,967,924,23,227,42,233,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\Side.java,126,76,30,19,0,103,4,0,0,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\SubHyperplane.java,560,286,173,101,144,263,80,0,13,31,27,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\Transform.java,376,187,122,67,133,178,30,0,3,20,10,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\utilities\AVLTree.java,5522,2290,2007,1224,3118,469,1114,17,290,63,446,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\utilities\OrderedTuple.java,4441,1929,1567,944,2156,704,592,361,301,65,236,23,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\partitioning\utilities\package-info.java,80,50,19,11,0,65,1,0,0,7,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\Point.java,195,108,54,32,26,131,13,0,3,10,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\Space.java,133,80,32,21,0,103,8,0,2,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\Arc.java,1098,510,368,219,413,328,163,63,34,21,72,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\ArcsSet.java,9860,4210,3506,2143,4637,1530,1783,312,821,116,639,18,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\LimitAngle.java,726,360,229,136,166,310,124,17,30,23,54,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\package-info.java,82,51,19,11,0,65,1,0,0,9,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\S1Point.java,920,453,288,179,230,394,154,6,42,21,70,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\Sphere1D.java,386,212,106,68,22,225,66,0,13,17,40,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\oned\SubLimitAngle.java,844,391,286,166,321,300,109,29,32,9,39,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\Circle.java,1965,971,615,378,382,742,474,46,119,49,149,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\Edge.java,1633,798,514,321,407,572,335,92,88,31,104,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\EdgesBuilder.java,2182,1034,701,447,758,798,346,29,122,16,111,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\package-info.java,82,51,19,11,0,65,1,0,0,9,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\PropertiesComputer.java,1710,835,537,337,494,695,246,52,97,19,99,5,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\S2Point.java,1694,823,534,336,430,563,385,75,86,34,113,6,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\Sphere2D.java,320,176,89,55,22,197,43,0,10,14,32,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\SphericalPolygonsSet.java,5516,2548,1801,1166,2112,1465,972,121,442,100,294,7,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\SubCircle.java,1231,562,419,250,475,413,195,11,65,10,58,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\spherical\twod\Vertex.java,647,328,191,127,157,281,107,0,26,17,55,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\Vector.java,733,361,236,135,239,328,93,0,22,34,14,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\geometry\VectorFormat.java,1656,795,525,335,457,563,354,11,116,42,106,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\AbstractFieldMatrix.java,15735,6683,5516,3535,7610,1568,3554,666,1368,56,858,53,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\AbstractRealMatrix.java,13297,5812,4511,2973,5560,1634,3208,746,1277,34,785,50,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\AnyMatrix.java,130,78,31,20,0,103,5,0,3,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\Array2DRowFieldMatrix.java,7506,3143,2678,1685,2995,1004,1677,237,1131,54,382,22,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\Array2DRowRealMatrix.java,7044,2947,2507,1590,2674,948,1544,301,1143,37,371,23,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\ArrayFieldVector.java,11863,4979,4261,2622,5419,1136,2839,336,1201,132,768,29,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\ArrayRealVector.java,10314,4460,3555,2298,3999,1277,2421,578,1217,58,733,29,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\BiDiagonalTransformer.java,6285,2568,2301,1415,2781,507,972,665,1034,33,264,26,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\BlockFieldMatrix.java,23721,10469,8075,5175,8372,1990,5849,3432,2829,107,1055,84,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\BlockRealMatrix.java,23581,10485,7956,5139,7988,2019,5732,3727,2845,106,1073,88,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\CholeskyDecomposition.java,3686,1597,1282,806,1376,676,585,266,557,41,174,9,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\ConjugateGradient.java,1753,866,537,349,454,666,357,29,104,37,99,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DecompositionSolver.java,199,125,44,29,0,131,22,0,4,31,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DefaultFieldMatrixChangingVisitor.java,322,179,86,56,11,216,49,6,5,10,23,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DefaultFieldMatrixPreservingVisitor.java,315,177,82,54,5,216,48,6,5,10,23,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DefaultIterativeLinearSolverEvent.java,575,300,167,107,77,253,148,0,22,27,45,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DefaultRealMatrixChangingVisitor.java,266,149,71,45,11,197,26,0,3,9,19,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DefaultRealMatrixPreservingVisitor.java,259,148,67,44,5,197,25,0,3,9,19,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\DiagonalMatrix.java,3188,1404,1094,689,986,779,652,87,442,34,200,6,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\EigenDecomposition.java,13997,5847,5060,3089,5106,1484,2407,1672,2495,99,664,67,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldDecompositionSolver.java,261,143,74,43,53,141,25,6,4,22,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldLUDecomposition.java,6439,2657,2315,1466,2880,760,1171,255,1007,42,309,13,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldMatrix.java,2336,1175,729,431,585,770,535,6,176,227,36,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldMatrixChangingVisitor.java,251,147,63,41,0,197,22,6,3,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldMatrixPreservingVisitor.java,251,147,63,41,0,197,22,6,3,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldVector.java,1052,537,320,194,239,460,216,6,46,64,20,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldVectorChangingVisitor.java,192,114,47,30,0,141,19,6,3,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\FieldVectorPreservingVisitor.java,191,113,47,30,0,141,19,6,3,12,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\HessenbergTransformer.java,3309,1395,1177,736,1407,413,463,330,513,28,142,11,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\IllConditionedOperatorException.java,171,100,42,28,0,122,17,6,3,8,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\IterativeLinearSolver.java,797,404,237,155,166,291,194,0,49,36,59,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\IterativeLinearSolverEvent.java,317,184,80,52,11,206,39,0,10,27,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\JacobiPreconditioner.java,978,470,308,199,242,338,197,11,91,19,77,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\LUDecomposition.java,5247,2201,1866,1180,2269,723,859,295,795,41,250,13,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\MatrixDimensionMismatchException.java,361,193,103,64,22,216,43,6,24,11,35,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\MatrixUtils.java,10415,4627,3538,2249,4238,2056,2130,313,905,152,588,29,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonPositiveDefiniteMatrixException.java,359,197,99,63,16,225,64,0,13,10,29,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonPositiveDefiniteOperatorException.java,145,86,35,23,0,103,14,0,3,10,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonSelfAdjointOperatorException.java,146,87,35,23,0,103,14,0,3,11,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonSquareMatrixException.java,181,106,45,29,0,131,19,6,3,8,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonSquareOperatorException.java,181,106,45,29,0,131,19,6,3,8,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\NonSymmetricMatrixException.java,313,170,87,55,16,178,64,6,9,10,27,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\OpenMapRealMatrix.java,2648,1274,823,550,696,695,708,138,175,27,202,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\OpenMapRealVector.java,7092,3204,2321,1566,2759,1051,1700,266,644,62,595,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\package-info.java,60,38,13,8,0,47,1,0,0,6,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\PreconditionedIterativeLinearSolver.java,922,466,273,183,171,300,290,0,52,42,65,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\QRDecomposition.java,6201,2640,2187,1373,2304,901,1067,532,1041,55,280,18,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealLinearOperator.java,258,151,65,42,11,159,36,0,7,26,17,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealMatrix.java,1677,958,429,290,0,760,471,0,177,232,35,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealMatrixChangingVisitor.java,233,137,57,37,0,187,19,0,3,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealMatrixFormat.java,3090,1439,1004,646,1036,892,617,40,229,49,218,6,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealMatrixPreservingVisitor.java,233,137,57,37,0,187,19,0,3,13,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealVector.java,8341,3835,2713,1792,2812,1333,2356,243,670,189,718,17,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealVectorChangingVisitor.java,175,106,42,27,0,131,16,0,3,15,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealVectorFormat.java,1945,942,607,396,531,704,380,11,136,38,139,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RealVectorPreservingVisitor.java,175,105,42,27,0,131,16,0,3,15,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RectangularCholeskyDecomposition.java,2134,888,774,471,684,403,341,115,463,35,85,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\RRQRDecomposition.java,1859,865,608,385,545,572,303,63,218,40,110,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SchurTransformer.java,6838,2915,2457,1465,2134,732,1187,1215,1186,45,295,42,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SingularMatrixException.java,147,86,36,24,0,103,14,6,3,7,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SingularOperatorException.java,147,86,36,24,0,103,14,6,3,7,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SingularValueDecomposition.java,12092,4959,4443,2689,4820,1061,1856,1562,2147,80,499,63,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SparseFieldMatrix.java,1454,701,453,299,361,451,372,29,110,18,109,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SparseFieldVector.java,8514,3694,2943,1875,4019,1080,1942,202,615,73,567,12,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SparseRealMatrix.java,89,55,20,13,0,65,5,0,0,9,8,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SparseRealVector.java,91,56,21,13,0,65,7,0,0,9,8,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\SymmLQ.java,6510,3224,1978,1307,1479,1418,1996,573,396,219,414,12,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\linear\TriDiagonalTransformer.java,3509,1487,1257,764,1208,497,519,445,642,34,142,17,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\CentroidCluster.java,212,120,55,36,5,131,35,6,5,10,17,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\Cluster.java,267,151,70,46,5,178,38,6,7,10,21,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\Clusterable.java,112,65,29,18,0,84,4,0,7,7,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\Clusterer.java,404,214,116,72,69,234,46,6,9,15,23,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\DBSCANClusterer.java,2052,935,687,429,882,572,347,23,82,32,110,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\DoublePoint.java,575,278,183,114,115,244,89,6,65,11,44,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\evaluation\ClusterEvaluator.java,1082,515,348,219,355,413,130,29,78,18,55,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\evaluation\package-info.java,80,49,19,11,0,65,1,0,0,6,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\evaluation\SumOfClusterVariances.java,627,312,190,124,206,291,54,12,21,10,31,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\FuzzyKMeansClusterer.java,4273,1918,1447,908,1641,995,702,209,431,51,227,15,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\KMeansPlusPlusClusterer.java,5642,2492,1936,1214,2557,1127,947,209,427,72,291,9,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\MultiKMeansPlusPlusClusterer.java,871,430,274,167,242,366,140,23,30,20,47,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\clustering\package-info.java,70,43,16,10,0,56,1,0,0,6,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\CanberraDistance.java,497,240,157,98,123,206,52,34,47,7,22,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\ChebyshevDistance.java,215,118,60,36,5,150,17,6,14,7,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\DistanceMeasure.java,152,85,41,25,0,112,8,0,12,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\EarthMoversDistance.java,403,207,120,75,61,206,39,29,36,9,20,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\EuclideanDistance.java,201,110,56,34,5,141,19,0,14,7,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\ManhattanDistance.java,215,118,60,36,5,150,17,6,14,7,13,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\distance\package-info.java,70,43,16,10,0,56,1,0,0,6,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\FeatureInitializer.java,106,64,25,16,0,84,4,0,1,7,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\FeatureInitializerFactory.java,507,272,141,93,33,263,107,11,26,18,43,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\MapUtils.java,2686,1164,936,584,1041,582,436,81,367,28,139,10,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\Network.java,3699,1651,1247,799,1426,826,780,40,346,50,224,4,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\Neuron.java,1137,527,378,231,315,375,195,6,124,33,86,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\oned\NeuronString.java,1788,802,604,381,594,422,317,75,235,27,106,9,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\oned\package-info.java,80,49,19,11,0,65,1,0,0,6,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\package-info.java,70,43,16,10,0,56,1,0,0,6,5,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\KohonenTrainingTask.java,364,188,106,69,69,187,49,0,22,9,25,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\KohonenUpdateAction.java,1383,686,417,279,312,572,239,17,129,33,76,2,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\LearningFactorFunction.java,136,82,33,21,0,112,4,0,1,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\LearningFactorFunctionFactory.java,609,294,194,120,210,216,93,0,20,23,43,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\NeighbourhoodSizeFunction.java,138,83,33,21,0,112,4,0,1,10,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\NeighbourhoodSizeFunctionFactory.java,422,233,114,75,22,234,84,0,20,23,37,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\package-info.java,80,49,19,11,0,65,1,0,0,6,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\util\ExponentialDecayFunction.java,576,276,187,112,205,206,62,34,17,14,33,1,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\util\package-info.java,90,55,21,13,0,75,1,0,0,6,6,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\sofm\util\QuasiSigmoidDecayFunction.java,594,296,184,113,155,253,90,23,22,13,32,3,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\SquareNeighbourhood.java,107,65,25,16,0,84,4,0,0,9,9,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\twod\NeuronSquareMesh2D.java,5347,2137,2002,1207,2748,657,692,191,713,41,272,29,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\ml\neuralnet\twod\package-info.java,80,49,19,11,0,65,1,0,0,6,6,0,
